,,,,,,,,,
,28 may. 2025,Caja polimerica,Caja Clásica,38x44x54 alta clave 620,1,2500,4000,2500,4000
,02 oct. 2025,Caja popetas,Caja Clásica,,0,2100,3000,0,0
,29 oct. 2024,Caja proenfar,Caja Clásica,,0,4300,6500,0,0
,06 feb. 2024,Caja Quaker ,Caja Clásica,Caja de cartón corrugado calibre 720 de 38cm x 28.5cm x 17cm de alto,160,500,1000,80000,160000
,03 dic. 2024,Caja Quick,Caja Clásica,Caja de cartón corrugado sin marca de 53cm x 33cm x 33cm,276,2000,3500,552000,966000
,18 nov. 2024,Caja revuelta,Caja Clásica,,22,1500,4000,33000,88000
,11 jul. 2026,Caja san  38x19x15,Caja Clásica,,202,400,2000,80800,404000
,11 jul. 2026,Caja san Jorge 34x19x15,Caja Clásica,,0,500,1500,0,0
,11 jul. 2026,Caja san Jorge 34x28x30,Caja Clásica,,87,600,2000,52200,174000
,11 jul. 2026,"Caja san Jorge 38x35x24,5",Caja Clásica,,0,600,2000,0,0
,11 jul. 2026,Caja san Jorge 43x24x29,Caja Clásica,,0,600,2000,0,0
,28 feb. 2026,Caja servia,Caja Clásica,,7,1800,4500,12600,31500
,05 nov. 2024,Caja Servientrega nueva,Caja Clásica,Caja tipo archivo de Servientrega 40cm x 26cm x 10cm de alto,54,1000,3000,54000,162000
,22 jun. 2024,Caja sin marca,Caja Clásica,"Caja sin marca llegó y lucho pago por nequi,con la de huevo. Y la cogieron para reforma ",0,1500,1600,0,0
,20 feb. 2026,Caja sin marca alta,,,0,1800,4000,0,0
,31 ago. 2026,Caja sin marca alta L,Caja Clásica,,49,2900,5000,142100,245000
,28 abr. 2025,Caja sin marca grande,Caja Clásica,,0,1500,4500,0,0
,15 abr. 2025,Caja sin marca gruesa,Caja Clásica,,20,1500,3000,30000,60000
,06 sep. 2024,Caja sin ventana,Micro,,0,100,2500,0,0
,06 may. 2025,Caja sobre medida,,,161,500,1200,80500,193200
,21 oct. 2024,Caja sorpresa 12cm,Micro,Caja con tapa de cartón microcorrugada de 12cm cúbicos ,49,1000,2000,49000,98000
,02 nov. 2024,Caja sorpresa 15cm,Micro,Caja microcorrugada de 15cm cúbicos con tapa independiente ,0,1000,2500,0,0
,21 oct. 2024,Caja sorpresa 20cm,Micro,Caja de cartón microcorrugada de 20cm cúbicos,3,2000,3500,6000,10500
,29 oct. 2024,Caja sorpresa 25cm,Micro,Caja con tapa de cartón microcorrugada de 25cm cúbicos,557,2500,4800,1392500,2673600
,09 nov. 2024,Caja sorpresa 9cm,Micro,Caja con tapa de cartón microcorrugada de 9cm cúbicos ,0,800,1500,0,0
,21 may. 2024,Caja suavitel,Caja Clásica,,0,800,1300,0,0
,05 nov. 2024,Caja Tailandesa,Caja Clásica,,52,1700,3500,88400,182000
,28 jul. 2025,Caja terpel,Caja Clásica,,4,1800,4500,7200,18000
,17 jun. 2025,Caja tipo Angus pequeña,Caja Clásica,,125,600,1500,75000,187500
,08 feb. 2024,Caja tipo Hatsu,Caja Clásica,Caja de cartón pequeña tipo hatsu,0,500,1000,0,0
,09 jul. 2024,Caja tipo junior,Caja Clásica,Caja de cartón corrugado sin marca calibre 620 de 28cm x 38cm x 28cm de alto,22,1500,3000,33000,66000
,29 oct. 2024,Caja tipo sigma,Micro,Caja de cartón microcorrugada de 19cm x 16cm x 6cm de alto,760,1000,1500,760000,1140000
,18 nov. 2024,Caja todo rico azul,Caja Clásica,Caja de cartón corrugado calibre 620 de 59cm x 40cm x 40cm de alto,85,2500,4000,212500,340000
,16 nov. 2024,Caja todo rico grande azul,Caja Clásica,"Ancho 50 , largo 60 x 45 alto",0,0,0,0,0
,18 nov. 2024,Caja todo rico negra,Caja Clásica,Caja de cartón corrugado calibre 620 de 59cm x 40cm x 25cm de alto,460,1500,2500,690000,1150000
,09 nov. 2024,Caja todo rico roja,Caja Clásica,Caja de cartón corrugado calibre 620 de 49cm x 40cm x 29cm de alto,424,1500,3000,636000,1272000
,28 mar. 2026,"Caja Topmark 1,00x60x52",,,9,2500,15000,22500,135000
,28 mar. 2026,Caja Topmark 37x19x20,Caja Clásica,,37,700,1500,25900,55500
,11 mar. 2026,Caja Topmark 57x32x41,Caja Clásica,,25,1500,3500,37500,87500
,12 mar. 2026,Caja Topmark 61x58x59,Caja Clásica,,26,3000,12000,78000,312000
,11 mar. 2026,Caja Topmark 61x58x88,Caja Clásica,,77,3200,15000,246400,1155000
,11 mar. 2026,Caja Topmark 64x60x64,Caja Clásica,,0,3000,12000,0,0
,12 mar. 2026,Caja Topmark 73x62x13 y 53x39x25,Caja Clásica,,3,1000,3000,3000,9000
,30 ene. 2026,Caja troformas 62x41x52,Caja Clásica,,0,2500,5500,0,0
,21 jun. 2024,Caja votación ,Caja Clásica,50*49*55,20,3000,4500,60000,90000
,03 oct. 2025,Caja Winny,Caja Clásica,,62,1100,3000,68200,186000
,09 nov. 2024,Caja Xen,Caja Clásica,,1165,1700,3500,1980500,4077500
,11 ago. 2026,Caja Zip Pak,Caja Clásica,,42,2000,4800,84000,201600
,16 oct. 2025,Cajas bericap,Caja Clásica,,1,1000,3000,1000,3000
,17 nov. 2025,Cajas impresión mediana,Caja Clásica,,0,2800,4500,0,0
,13 mar. 2026,Caneca cuadrada,Canecas,,4,7000,15000,28000,60000
,09 abr. 2025,Caneca de pegante,Canecas,"Compra a doña Dora la caneca
Ha",5,100000,100000,500000,500000
,30 oct. 2024,Caneca gorda,Canecas,,0,5500,20000,0,0
,18 nov. 2024,Caneca grande,Canecas,,7,15000,35000,105000,245000
,09 nov. 2024,Caneca pequeña,Canecas,,28,3500,10000,98000,280000
,03 oct. 2024,Caneca roja,Canecas,,0,4500,15000,0,0
,02 oct. 2024,Caneca Starch,Canecas,,0,5500,20000,0,0
,03 abr. 2024,Caneca tapa amarilla,Canecas,Caneca de cartón prensado grande,0,5000,25000,0,0
,16 sep. 2024,Caneca tapa azul,Canecas,,0,7500,28000,0,0
,07 jun. 2024,Caneca tapa blanca,Canecas,,0,7500,28000,0,0
,02 abr. 2024,Caneca verde,Canecas,,0,45000,25000,0,0
,24 ago. 2024,Caneco gordo,Canecas,,0,4500,15000,0,0
,02 sep. 2025,Carvajal 60x40x33,Caja Clásica,,38,2000,3500,76000,133000
,29 ene. 2026,China cuadrada,Caja Clásica,,19,1300,2500,24700,47500
,27 mar. 2026,China pequeña,Caja Clásica,Caja doble corrugado de 27x30x36cm de alto,57,500,1500,28500,85500
,05 abr. 2025,Cilindros,Micro,,0,1500,4000,0,0
,26 oct. 2024,Cinta 100 metros,Cintas,,5,3500,7500,17500,37500
,23 abr. 2024,"Cinta 1000 mts x 14,5 de alto",Cintas,Cinta 1000 Mts,6,40000,150000,240000,900000
,23 abr. 2024,Cinta 1000mts x7 alto ,Cintas,,0,10000,50000,0,0
,07 ago. 2024,Cinta 150m,Cintas,Rollo de cinta de 150m x 2 pulgadas de ancho ,0,36000,8000,0,0
,18 nov. 2024,Cinta 200,Cintas,,11,7000,13000,77000,143000
,21 oct. 2024,Cinta 300 metros,Cintas,,21,10000,18000,210000,378000
,05 nov. 2024,Cinta 400m,Cintas,,0,6900,200000,0,0
,05 nov. 2024,Cinta 500m,Cintas,Rollo de cinta de 500m transparente,27,14000,25000,378000,675000
,23 abr. 2024,Cinta 50m,Cintas,Rollo de cinta de 50m x 2 pulgadas de ancho ,0,1750,3500,0,0
,16 dic. 2024,Cinta 50m 2pulgadas,Cintas,,0,2000,4000,0,0
,29 oct. 2024,Cinta 600m,Cintas,Rollo de cinta industrial de 600m x 2 pulgadas ,0,15800,29000,0,0
,06 abr. 2024,Cinta de enmascarar 40m 1p,Cintas,,0,3000,5000,0,0
,04 jul. 2024,Cinta pequeña ,,,91,500,1500,45500,136500
,21 abr. 2025,Dispensador de cinta,Embalaje,,0,18000,25000,0,0
,21 abr. 2026,Empaques,Caja Clásica,,0,1000,3000,0,0
,05 nov. 2024,Esquineros ,Embalaje,,0,1500,4000,0,0
,06 may. 2025,Fabricación,,,10,100,10000,1000,100000
,09 oct. 2024,Farmacapsulas,Caja Clásica,Caja de cartón doble corrugado de 50cm x 60cm x 55cm de alta ,0,5000,10000,0,0
,09 feb. 2024,Fresenius,Caja Clásica,,7,3100,5000,21700,35000
,17 ene. 2026,Fresenius pequeña,Caja Clásica,Caja de cartón doble corrugado de 39cm x 28cm x 23cm de alta,0,1600,3000,0,0
,31 jul. 2026,Gotuplas,Caja Clásica,,1,4500,7000,4500,7000
,12 ago. 2025,Grande doble corrugado,Caja Clásica,Caja doble corrugado de 70x60x93cm de alto,16,4000,15000,64000,240000
,18 dic. 2025,Grande Ger,Caja Clásica,Caja de cartón corrugado C790 de 66cm x 58cm x 50cm de alto,0,6000,12000,0,0
,05 nov. 2024,Grapa 1 kilo,Embalaje,Grapa en Nylon un kilo,4,7800,13000,31200,52000
,05 nov. 2024,Grapa unidad ,Embalaje,,120,10,150,1200,18000
,18 abr. 2026,Grupo alu,Caja Clásica,,4,800,2500,3200,10000
,17 ene. 2026,Grupo Phoenix 004,Caja Clásica,Caja de cartón corrugado C790 de 63x43x38,165,3200,5000,528000,825000
,29 oct. 2024,Grupo Phoenix 261,Caja Clásica,Caja de cartón corrugado de 48cm x 50cm x 59cm de alto,3,2800,4500,8400,13500
,21 oct. 2024,Huevo baja Oscar,Caja Clásica,,0,1000,3500,0,0
,30 ago. 2024,Iberplast,Caja Clásica,,0,1500,3000,0,0
,17 nov. 2025,Impresión plásticos grande,Caja Clásica,,0,2800,5000,0,0
,07 may. 2025,Imusa pequeña,Caja Clásica,,63,1500,3000,94500,189000
,29 may. 2025,Kilo cartón,,,0,500,600,0,0
,27 jul. 2024,Kilo periódico ,Embalaje,,0,5000,10000,0,0
,05 nov. 2024,Kit zuncho y grapa,Embalaje,20 metros de zuncho y 10 grapas,1,2500,4500,2500,4500
,04 feb. 2026,"Lamina 1,20 x1,00",Lámina,,1293,2500,6000,3232500,7758000
,20 may. 2026,"Lamina 1,76x1,64",Lámina,,2,3000,12000,6000,24000
,28 may. 2026,Lámina 106x123 cm,Lámina,,534,2500,7000,1335000,3738000
,10 abr. 2025,Lámina 185x109,Lámina,,188,2500,10000,470000,1880000
,18 feb. 2026,Lamina 186 x 141,Lámina,,45,10000,15000,450000,675000
,18 feb. 2026,"Lamina 2,00x 1,00",Lámina,,22,2500,12000,55000,264000
,20 may. 2026,"Lamina 2,00x 1,20",Lámina,,33,3500,15000,115500,495000
,10 abr. 2025,Lámina 220x110,,,0,2500,12000,0,0
,18 feb. 2026,Lamina 225 x 186,Lámina,,15,15000,25000,225000,375000
,24 sep. 2024,"Lamina 60*1,00",Lámina,,115,500,2000,57500,230000
,14 nov. 2025,Lamina 620,Lámina,,300,4590,6480,1377000,1944000
,18 feb. 2026,Lamina 96 x68,Lámina,,56,2000,4500,112000,252000
,05 oct. 2024,Lámina blanca micro,Lámina,,283,3000,6000,849000,1698000
,28 oct. 2025,Lamina C720,,,121,8650,12000,1046650,1452000
,08 ago. 2025,Lamina Dora,Lámina,,0,2400,2500,0,0
,05 nov. 2024,Lamina Ger 100x90,Lámina,,5,1500,3500,7500,17500
,29 oct. 2024,Lamina Ger 104x104,Lámina,Lámina de cartón corrugado calibre 720 de 1.06 x 1.20cm,0,1500,4500,0,0
,25 abr. 2025,Lámina Ger 2m x 2.3m,Lámina,"Lámina 1,85x1,10",14,15000,30000,210000,420000
,21 oct. 2024,Lamina Ger detal,Lámina,,38,1500,3500,57000,133000
,04 abr. 2024,Lamina Germán ,Lámina,,0,1800,3000,0,0
,08 oct. 2025,Lamina grande 2x2,Lámina,,23,5000,20000,115000,460000
,17 jul. 2024,Lámina huevo,Lámina,,110,1000,15000,110000,1650000
,01 oct. 2024,Lámina micro,Lámina,,184,3500,4000,644000,736000
,04 mar. 2026,Lamina micro 140cm x 110cm,Lámina,,7,2000,10000,14000,70000
,15 ene. 2026,Lamina micro 46x99,Lámina,,410,800,2000,328000,820000
,18 nov. 2024,Lamina micro blanca,Lámina,,235,2000,4500,470000,1057500
,26 oct. 2024,Lamina miscelánea ,Lámina,,315,3000,5000,945000,1575000
,22 nov. 2025,"Lamina nueva 1,32x 96",Lámina,,0,4590,2160,0,0
,05 nov. 2024,Lamina Peldar,Lámina,Lámina de cartón prensado de 142cm x 112cm,16,3000,5000,48000,80000
,06 oct. 2024,Lamina por carton,Lámina,,312,100,1000,31200,312000
,05 jul. 2024,Lámina regular,,,85,500,1500,42500,127500
,18 jul. 2024,Leche grande,Caja Clásica,,0,700,2000,0,0
,24 oct. 2024,Levadura,Caja Clásica,Caja de cartón corrugado C790 de 35cm x 35cm x 25cm de alto,0,1000,2000,0,0
,05 nov. 2024,Libra periódico,Embalaje,,182,2500,5000,455000,910000
,21 jun. 2024,Lona ,,,0,100,1000,0,0
,24 oct. 2024,Lonas,Bolsas y Lonas,Lona de 75cm x 115cm,234,1300,3000,304200,702000
,05 nov. 2024,Metro corrugado,Embalaje,1 metro x 130cm de alto,0,1800,3500,0,0
,18 nov. 2024,Metro plástico de burbuja ,Embalaje,,0,1000,2500,0,0
,22 jun. 2026,Micro blanca 70x100,Lámina,,49,1500,4000,73500,196000
,15 ene. 2026,Micro blanca-craft 70x190cm,Lámina,,30,2500,10000,75000,300000
,10 may. 2025,Mini sigma,Micro,,30,200,800,6000,24000
,19 mar. 2024,Mm Packaging,Caja Clásica,Caja de cartón corrugado calibre 790 de 46cm x 41cm x 25.5cm de alto,148,1500,2500,222000,370000
,25 oct. 2024,Mug,,,223,500,1200,111500,267600
,05 nov. 2024,Multiusos grande,Embalaje,,1149,1000,2500,1149000,2872500
,24 oct. 2024,Multiusos pequeña,Micro,,700,1000,2000,700000,1400000
,10 jul. 2024,Nueva,Caja Clásica,Caja de cartón corrugado nueva calibre 720 de 36cm x 44cm x 35cm de alto,0,2000,3700,0,0
,24 oct. 2024,Nueva huevo,Caja Clásica,Caja de cartón corrugado calibre 930 de 71cm x 44cm x 46cm alto,3,4000,10000,12000,30000
,26 oct. 2024,Nueva pequeña,Caja Clásica,Caja de cartón nueva de 38cm x 23cm x 15cm,371,500,1100,185500,408100
,21 oct. 2024,Nueva TV,Caja Clásica,,49,7500,8000,367500,392000
,19 jul. 2025,Papel gráfico,Embalaje,,0,6000,8900,0,0
,09 nov. 2024,Paquete bolsax10,Bolsas y Lonas,,12,1000,11000,12000,132000
,30 ene. 2026,Préstamo,,,0,0,100000,0,0
,10 oct. 2024,Rollo burbuja grande,Embalaje,,0,45000,70000,0,0
,16 nov. 2024,Rollo burbuja mini,Embalaje,50cm de ancho x 50 metros de longitud ,0,15500,30000,0,0
,21 oct. 2024,Rollo corrugado ,Embalaje,,9,155000,270000,1395000,2430000
,04 feb. 2026,Rollo de Vinipel,,,1,476476,7000,476476,7000
,27 jul. 2024,Sigma barata,Caja Clásica,,0,100,1000,0,0
,05 abr. 2025,Sin marca fresenius,Caja Clásica,,39,3100,4500,120900,175500
,12 oct. 2024,Sinea,,,101,3300,4500,333300,454500
,13 feb. 2026,Sinea alta,,,19,3300,4800,62700,91200
,21 may. 2024,Skechers larga,Caja Clásica,81*52*38,1,3000,5000,3000,5000
,21 jul. 2026,Sorpresa blanca,Caja Clásica,,94,2500,6000,235000,564000
,15 ago. 2025,Sueldo Manuel,Nómina,,0,500000,50000,0,0
,09 nov. 2024,Super beautiful,Caja Clásica,,7,1300,3500,9100,24500
,05 nov. 2024,Tipo Carvajal,Caja Clásica,Caja de cartón corrugado calibre 720 de 60cm x 39cm x 41cm de alto,141,2000,4500,282000,634500
,17 oct. 2024,Tipo eco,Caja Clásica,Caja de cartón corrugado doble pared de 40cm x 60cm x 28cm de altura,28,3000,4500,84000,126000
,18 nov. 2024,Tipo Fleischman,Caja Clásica,Caja de cartón corrugado calibre 720 de 33cm x 33cm x 25cm,639,900,2000,575100,1278000
,09 jul. 2024,Tipo Guala,Caja Clásica,Caja de cartón calibre 1130 de 59cm x 40cm x 31cm de alta,4,2700,4000,10800,16000
,03 jul. 2024,Tipo Lider ,Caja Clásica,Caja de cartón corrugado de 60cm x 46cm x 39cm,65,3000,5000,195000,325000
,23 feb. 2024,Tipo Pepsico,Caja Clásica,Caja de cartón corrugado calibre 540 de 33cm x 59cm x 35cm de alto.,956,1500,3000,1434000,2868000
,04 abr. 2024,Tipo proplas,Caja Clásica,Caja de cartón corrugado calibre 620 de 50cm x 60cm x 42cm de alto,0,1600,3500,0,0
,06 sep. 2024,Tipo Ramo,Caja Clásica,Caja de cartón corrugado calibre 540 de 41cm x 30cm x 25cm de alto,119,500,1500,59500,178500
,26 oct. 2024,Tomatito ,Caja Clásica,,0,500,2500,0,0
,09 sep. 2024,Valde,,,66,100,1000,6600,66000
,21 nov. 2025,Velas,Caja Clásica,,0,1000,1500,0,0
,30 abr. 2025,Ventana corazón,,,0,1000,2500,0,0
,19 jun. 2026,Vinipel 12 cmx700 mts,Vinipel,,14,6000,16000,84000,224000
,09 abr. 2025,Vinipel 12cm x 300m,Vinipel,,0,6500,11000,0,0
,31 jul. 2024,Vinipel 12cm x 500m,Vinipel,,0,6800,13000,0,0
,25 feb. 2026,Vinipel 15 cm x 600 mts,Vinipel,,2,7000,19000,14000,38000
,02 nov. 2024,Vinipel 15cm x 300m,Vinipel,,0,5900,10000,0,0
,16 nov. 2024,Vinipel 15cm x 400m,Vinipel,,0,7500,13000,0,0
,25 oct. 2024,Vinipel 15cm x 500m,Vinipel,,39,6000,15000,234000,585000
,19 ene. 2026,Vinipel 15cm x 600m,Vinipel,,80,6000,17000,480000,1360000
,19 ene. 2026,Vinipel 15cm x 700m,Vinipel,,45,7000,20000,315000,900000
,09 jun. 2026,Vinipel 20cm x 500m,Vinipel,,0,10000,22000,0,0
,09 jun. 2026,Vinipel 20cm x 600m,Vinipel,,6,10000,24000,60000,144000
,09 jun. 2026,Vinipel 25cm x 500,Vinipel,,3,10000,25000,30000,75000
,14 abr. 2026,Vinipel 25xcm x500 mts,,,0,12000,30000,0,0
,21 oct. 2024,Vinipel 30 cm x 400 mts,,,0,8000,26000,0,0
,31 oct. 2025,Vinipel 30cm x 1000m,Vinipel,,0,15000,42000,0,0
,09 sep. 2024,Vinipel 30cm x 300m,Vinipel,,2,10900,22000,21800,44000
,18 nov. 2024,Vinipel 30cm x 350m,Vinipel,,0,10900,20000,0,0
